Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S09014,22,female,36,auditory,14,yes,97.0,82.0,60.0,yes,medium,15,10,B
S09015,21,female,41,reading/writing,16,yes,95.0,82.0,89.0,yes,low,3,5,B
S09016,19,male,17,kinesthetic,17,yes,96.0,60.0,84.0,no,high,11,9,C
S09017,20,male,34,kinesthetic,10,yes,53.0,48.0,98.0,no,low,6,9,D
S09018,29,female,19,auditory,11,no,60.0,85.0,95.0,no,medium,6,5,A
S09019,23,male,10,reading/writing,14,no,79.0,59.0,62.0,yes,medium,9,6,C
S09020,18,female,30,kinesthetic,20,no,93.0,100.0,65.0,yes,low,20,6,A
S09021,28,female,46,reading/writing,0,yes,59.0,63.0,83.0,no,medium,27,5,C
S09022,29,male,22,reading/writing,20,yes,88.0,74.0,64.0,yes,medium,1,6,B
S09023,20,male,18,auditory,1,yes,81.0,100.0,84.0,no,medium,26,9,A
S09024,20,female,22,reading/writing,2,no,66.0,87.0,83.0,yes,medium,12,5,A
S09025,27,male,26,kinesthetic,2,yes,53.0,84.0,64.0,yes,low,28,10,B
S09026,22,male,30,auditory,1,no,84.0,99.0,50.0,yes,low,6,10,A
S09027,20,male,30,reading/writing,13,yes,78.0,50.0,72.0,yes,high,8,6,D
S09028,29,female,24,reading/writing,15,no,54.0,75.0,90.0,yes,medium,30,8,B
S09029,29,male,45,reading/writing,8,yes,87.0,40.0,68.0,yes,medium,12,6,D
S09030,28,female,45,visual,12,no,75.0,80.0,68.0,yes,low,23,7,B
S09031,25,male,19,auditory,12,yes,63.0,91.0,68.0,no,high,12,7,A
S09032,19,male,15,kinesthetic,0,yes,93.0,81.0,79.0,yes,medium,15,5,B
S09033,29,female,19,auditory,0,yes,51.0,61.0,76.0,yes,high,4,9,C
S09034,20,female,9,reading/writing,9,yes,96.0,91.0,94.0,no,medium,4,10,A
S09035,27,female,20,reading/writing,20,no,82.0,45.0,64.0,no,high,28,10,D
S09036,18,female,25,reading/writing,6,yes,92.0,47.0,59.0,no,medium,0,5,D
S09037,19,male,47,visual,4,yes,84.0,69.0,76.0,yes,low,28,8,C
S09038,26,male,45,auditory,17,no,76.0,99.0,63.0,yes,low,20,5,A
S09039,25,male,48,auditory,19,yes,69.0,75.0,69.0,yes,medium,30,4,B
S09040,26,male,32,reading/writing,14,yes,61.0,70.0,62.0,no,medium,3,6,B
S09041,23,female,19,visual,16,no,90.0,66.0,64.0,no,low,15,9,C
S09042,20,male,16,kinesthetic,14,no,62.0,78.0,87.0,yes,medium,3,7,B
S09043,25,female,23,auditory,14,yes,89.0,82.0,75.0,yes,medium,29,8,B
S09044,23,female,45,auditory,1,yes,89.0,78.0,51.0,yes,low,11,8,B
S09045,28,other,32,auditory,9,yes,82.0,90.0,76.0,yes,medium,3,7,A
S09046,18,female,19,auditory,5,yes,91.0,83.0,99.0,no,high,22,4,B
S09047,19,male,9,reading/writing,6,yes,74.0,90.0,50.0,yes,medium,9,7,A
S09048,29,female,36,auditory,9,yes,74.0,73.0,94.0,no,medium,23,6,B
S09049,22,male,31,reading/writing,0,yes,50.0,40.0,66.0,yes,low,4,7,D
S09050,28,female,37,reading/writing,6,no,90.0,51.0,80.0,yes,low,2,9,D
S09051,19,female,39,reading/writing,4,no,100.0,42.0,62.0,yes,high,22,7,D
S09052,24,female,9,kinesthetic,7,yes,66.0,43.0,84.0,yes,medium,30,8,D
S09053,29,female,37,kinesthetic,3,yes,80.0,49.0,58.0,yes,medium,23,10,D
S09054,20,female,37,reading/writing,10,no,55.0,90.0,83.0,yes,high,20,5,A
S09055,22,female,36,reading/writing,7,no,56.0,55.0,71.0,no,low,0,10,C
S09056,22,female,9,visual,4,yes,77.0,75.0,81.0,yes,medium,25,8,B
S09057,25,female,31,reading/writing,0,no,84.0,62.0,87.0,yes,low,30,5,C
S09058,20,female,17,reading/writing,0,yes,55.0,48.0,55.0,no,medium,19,10,D
S09059,29,female,9,kinesthetic,16,yes,65.0,44.0,86.0,no,medium,11,4,D
S09060,21,female,22,reading/writing,14,no,97.0,86.0,82.0,no,medium,22,5,A
S09061,28,male,17,reading/writing,0,yes,65.0,47.0,66.0,no,medium,4,9,D
S09062,26,male,29,reading/writing,10,no,71.0,44.0,76.0,no,medium,12,4,D
S09063,19,male,37,reading/writing,15,yes,93.0,70.0,84.0,no,medium,29,7,B
S09064,25,male,30,visual,14,yes,69.0,59.0,54.0,no,medium,12,6,C
S09065,21,male,27,visual,5,yes,51.0,91.0,61.0,no,high,0,8,A
S09066,27,female,14,kinesthetic,11,yes,73.0,58.0,87.0,no,high,3,6,C
S09067,29,male,39,reading/writing,6,no,92.0,79.0,95.0,yes,medium,9,9,B
S09068,23,female,40,reading/writing,18,no,57.0,53.0,55.0,yes,low,1,9,D
S09069,23,female,25,reading/writing,4,yes,58.0,55.0,64.0,yes,low,10,6,C
S09070,25,female,48,visual,1,yes,98.0,55.0,85.0,yes,medium,20,8,C
S09071,20,female,36,visual,13,no,62.0,88.0,96.0,yes,high,1,9,A
S09072,20,male,18,reading/writing,5,no,66.0,85.0,69.0,no,high,8,4,A
S09073,18,female,24,kinesthetic,7,no,57.0,84.0,56.0,yes,low,23,6,B
S09074,26,female,48,reading/writing,20,no,53.0,84.0,99.0,no,low,18,10,B
S09075,19,male,27,visual,1,no,62.0,56.0,82.0,no,low,12,6,C
S09076,23,female,19,reading/writing,10,yes,61.0,97.0,79.0,no,medium,22,9,A
S09077,21,female,41,reading/writing,11,no,58.0,46.0,93.0,no,medium,19,4,D
S09078,29,female,14,visual,3,yes,93.0,48.0,97.0,yes,low,20,10,D
S09079,23,female,21,reading/writing,3,no,84.0,89.0,72.0,no,medium,1,9,A
S09080,27,male,16,visual,5,no,55.0,44.0,58.0,no,high,27,4,D
S09081,23,female,10,auditory,11,no,56.0,73.0,73.0,yes,medium,3,7,B
S09082,24,male,22,kinesthetic,15,yes,55.0,49.0,64.0,no,high,10,8,D
S09083,22,male,41,reading/writing,20,no,52.0,95.0,71.0,no,medium,19,6,A
S09084,21,male,44,auditory,8,yes,76.0,58.0,79.0,no,high,29,5,C
S09085,19,male,5,auditory,16,yes,88.0,51.0,83.0,yes,medium,29,10,D
S09086,25,female,43,visual,6,yes,65.0,87.0,89.0,yes,low,14,8,A
S09087,26,female,17,kinesthetic,4,no,65.0,97.0,60.0,yes,medium,13,4,A
S09088,23,female,14,auditory,18,yes,51.0,96.0,64.0,yes,medium,20,6,A
S09089,22,female,9,visual,20,no,100.0,65.0,81.0,no,medium,28,10,C
S09090,29,female,26,kinesthetic,14,no,93.0,54.0,95.0,yes,medium,11,10,D
S09091,21,male,6,reading/writing,17,yes,83.0,75.0,61.0,yes,low,5,7,B
S09092,21,female,28,kinesthetic,12,no,73.0,41.0,52.0,yes,low,8,8,D
S09093,18,female,22,reading/writing,13,yes,89.0,89.0,93.0,no,medium,7,8,A
S09094,27,male,37,auditory,19,yes,71.0,54.0,55.0,yes,low,28,9,D
S09095,26,male,20,reading/writing,5,yes,97.0,78.0,88.0,no,medium,9,10,B
S09096,23,female,35,visual,5,yes,62.0,96.0,93.0,yes,medium,26,7,A
S09097,18,male,13,kinesthetic,17,yes,100.0,71.0,78.0,yes,low,12,8,B
S09098,21,female,31,auditory,5,yes,69.0,51.0,74.0,yes,medium,26,6,D
S09099,24,male,48,visual,13,yes,58.0,87.0,51.0,yes,medium,9,7,A
S09100,20,male,28,auditory,1,no,86.0,40.0,50.0,yes,low,17,6,D
S09101,28,male,13,kinesthetic,2,yes,81.0,67.0,85.0,yes,medium,7,6,C
S09102,28,male,19,kinesthetic,6,no,71.0,99.0,84.0,yes,medium,16,4,A
S09103,25,female,12,reading/writing,5,no,58.0,89.0,85.0,no,medium,26,10,A
S09104,26,male,29,reading/writing,7,yes,83.0,64.0,69.0,yes,medium,6,6,C
S09105,29,male,11,visual,10,no,87.0,54.0,89.0,yes,medium,0,7,D
S09106,19,female,45,auditory,14,yes,53.0,97.0,71.0,yes,medium,17,8,A
S09107,19,male,12,visual,0,yes,71.0,43.0,57.0,yes,low,20,4,D
S09108,26,male,36,kinesthetic,13,yes,79.0,60.0,87.0,yes,low,4,6,C
S09109,21,female,17,reading/writing,16,no,64.0,79.0,72.0,no,medium,4,4,B
S09110,28,male,20,kinesthetic,7,no,87.0,48.0,58.0,yes,medium,3,9,D
S09111,20,other,45,reading/writing,16,no,94.0,47.0,86.0,no,low,16,10,D
S09112,27,male,34,reading/writing,19,yes,92.0,66.0,87.0,yes,low,28,6,C
S09113,27,male,11,reading/writing,11,yes,81.0,61.0,67.0,no,medium,21,8,C
S09114,22,male,25,visual,17,no,89.0,84.0,55.0,yes,high,29,4,B
S09115,19,female,49,visual,11,yes,85.0,90.0,75.0,yes,medium,9,8,A
S09116,25,male,39,visual,18,no,100.0,99.0,62.0,no,high,12,9,A
S09117,25,female,42,auditory,9,no,92.0,79.0,60.0,yes,low,3,6,B
S09118,28,female,22,reading/writing,12,yes,53.0,65.0,100.0,yes,high,28,9,C
S09119,23,female,43,visual,15,yes,83.0,87.0,92.0,yes,medium,21,6,A
S09120,21,male,14,auditory,9,yes,64.0,79.0,81.0,yes,medium,14,10,B
S09121,28,male,42,auditory,0,no,76.0,58.0,75.0,yes,high,29,9,C
S09122,24,male,15,visual,18,yes,50.0,77.0,58.0,no,low,12,7,B
S09123,22,male,32,auditory,9,yes,51.0,43.0,54.0,no,high,27,6,D
S09124,29,male,22,kinesthetic,3,yes,66.0,87.0,95.0,no,low,17,5,A
S09125,24,female,26,auditory,15,yes,99.0,50.0,73.0,no,low,23,8,D
S09126,21,male,18,auditory,2,yes,91.0,66.0,59.0,yes,low,28,6,C
S09127,20,male,26,kinesthetic,2,no,90.0,93.0,69.0,yes,low,1,5,A
S09128,18,female,26,visual,16,yes,76.0,90.0,51.0,yes,medium,4,9,A
S09129,25,other,46,reading/writing,15,yes,98.0,85.0,85.0,yes,medium,7,7,A
S09130,23,female,7,visual,6,yes,78.0,51.0,63.0,yes,medium,4,4,D
S09131,18,male,34,kinesthetic,11,yes,89.0,82.0,58.0,yes,high,15,5,B
S09132,21,female,47,auditory,18,yes,67.0,61.0,85.0,yes,medium,11,10,C
S09133,18,female,48,visual,16,yes,80.0,63.0,97.0,yes,low,2,8,C
S09134,28,female,24,auditory,14,no,71.0,47.0,87.0,yes,medium,14,8,D
S09135,19,male,49,reading/writing,9,yes,93.0,92.0,72.0,no,medium,16,6,A
S09136,23,male,30,auditory,20,no,66.0,73.0,51.0,yes,medium,8,4,B
S09137,24,male,6,kinesthetic,19,no,55.0,92.0,63.0,no,low,16,8,A
S09138,25,male,26,reading/writing,6,yes,76.0,43.0,85.0,yes,low,1,4,D
S09139,27,female,27,auditory,3,yes,83.0,62.0,82.0,no,medium,14,8,C
S09140,20,male,17,visual,0,yes,52.0,53.0,59.0,yes,low,10,9,D
S09141,18,male,9,auditory,8,yes,57.0,50.0,59.0,yes,medium,22,5,D
S09142,29,male,13,reading/writing,11,no,68.0,45.0,52.0,yes,medium,17,5,D
S09143,22,female,17,visual,11,no,77.0,49.0,84.0,yes,low,25,8,D
S09144,24,male,25,reading/writing,12,yes,90.0,41.0,61.0,no,high,4,9,D
S09145,29,male,9,auditory,8,yes,84.0,72.0,93.0,no,medium,27,6,B
S09146,27,male,17,visual,2,no,60.0,40.0,52.0,yes,high,20,4,D
S09147,19,male,11,kinesthetic,12,yes,51.0,89.0,93.0,yes,low,8,6,A
S09148,21,female,44,reading/writing,16,no,91.0,82.0,63.0,no,low,24,7,B
S09149,27,male,10,kinesthetic,12,no,93.0,76.0,79.0,no,medium,10,8,B
S09150,19,female,24,reading/writing,10,yes,71.0,62.0,77.0,no,low,18,10,C
S09151,20,male,30,visual,10,yes,56.0,93.0,99.0,yes,medium,27,6,A
S09152,20,male,49,kinesthetic,18,no,56.0,48.0,52.0,yes,medium,7,6,D
S09153,23,female,9,kinesthetic,17,no,56.0,83.0,87.0,yes,medium,18,5,B
S09154,21,male,48,visual,0,yes,66.0,75.0,67.0,yes,medium,8,4,B
S09155,24,male,47,visual,12,no,97.0,76.0,54.0,no,high,23,9,B
S09156,24,male,41,auditory,20,yes,65.0,53.0,81.0,yes,low,3,7,D
S09157,26,female,29,auditory,12,no,68.0,74.0,98.0,yes,medium,14,8,B
S09158,25,female,49,visual,9,yes,51.0,81.0,51.0,yes,low,2,5,B
S09159,26,male,13,auditory,2,no,50.0,54.0,67.0,yes,low,16,8,D
S09160,27,female,8,auditory,11,yes,60.0,96.0,82.0,yes,low,21,10,A
S09161,24,female,22,visual,7,yes,51.0,89.0,53.0,no,low,7,10,A
S09162,27,male,13,visual,6,no,72.0,92.0,55.0,no,medium,3,4,A
S09163,26,male,21,kinesthetic,1,yes,75.0,75.0,79.0,yes,medium,5,10,B
S09164,24,female,33,auditory,9,yes,56.0,41.0,58.0,yes,medium,10,4,D
S09165,18,female,21,reading/writing,8,yes,56.0,63.0,60.0,yes,low,15,5,C
S09166,26,female,22,kinesthetic,0,no,79.0,62.0,63.0,yes,high,27,9,C
S09167,28,male,33,visual,6,yes,75.0,73.0,85.0,yes,medium,5,6,B
S09168,29,male,24,kinesthetic,12,yes,71.0,64.0,78.0,yes,medium,11,5,C
S09169,23,male,34,auditory,13,no,100.0,75.0,57.0,no,medium,17,9,B
S09170,23,male,41,visual,20,no,77.0,53.0,92.0,yes,medium,19,10,D
S09171,24,female,31,kinesthetic,13,no,76.0,61.0,69.0,yes,medium,10,8,C
S09172,28,female,19,reading/writing,18,yes,62.0,47.0,100.0,yes,medium,7,4,D
S09173,20,male,13,visual,6,yes,72.0,99.0,85.0,yes,medium,4,4,A
S09174,27,female,28,kinesthetic,10,yes,64.0,85.0,86.0,no,low,30,8,A
S09175,18,male,29,kinesthetic,4,yes,80.0,70.0,93.0,yes,high,19,4,B
S09176,25,male,15,reading/writing,6,yes,81.0,49.0,82.0,no,low,3,9,D
S09177,20,female,37,reading/writing,14,no,66.0,43.0,65.0,no,high,19,10,D
S09178,27,female,27,reading/writing,14,yes,86.0,98.0,60.0,yes,medium,15,10,A
S09179,26,male,10,visual,17,yes,82.0,66.0,93.0,yes,high,5,10,C
S09180,29,male,28,reading/writing,1,no,50.0,54.0,68.0,yes,medium,16,10,D
S09181,28,male,49,visual,2,yes,85.0,71.0,61.0,no,low,18,5,B
S09182,23,male,45,kinesthetic,19,no,92.0,96.0,61.0,no,medium,23,4,A
S09183,25,female,36,kinesthetic,19,no,94.0,53.0,60.0,no,low,0,10,D
S09184,24,female,28,kinesthetic,8,yes,76.0,68.0,59.0,yes,medium,13,10,C
S09185,21,female,30,visual,18,yes,73.0,81.0,64.0,yes,low,28,6,B
S09186,24,other,17,auditory,8,yes,81.0,68.0,75.0,no,low,21,8,C
S09187,19,female,36,kinesthetic,3,no,88.0,48.0,68.0,yes,medium,5,6,D
S09188,23,male,10,reading/writing,12,no,96.0,82.0,56.0,no,high,6,6,B
S09189,26,male,6,kinesthetic,3,yes,73.0,49.0,79.0,yes,medium,30,4,D
S09190,25,female,10,kinesthetic,16,yes,98.0,85.0,100.0,yes,medium,16,9,A
S09191,21,female,47,auditory,12,yes,96.0,81.0,65.0,yes,medium,8,4,B
S09192,23,female,42,reading/writing,2,no,94.0,86.0,72.0,yes,high,11,5,A
S09193,21,male,9,visual,10,yes,79.0,41.0,56.0,yes,medium,22,4,D
S09194,21,male,11,visual,13,no,84.0,52.0,77.0,yes,medium,17,5,D
S09195,23,male,49,kinesthetic,10,no,64.0,85.0,85.0,yes,low,2,7,A
S09196,26,female,21,reading/writing,2,yes,99.0,41.0,90.0,no,low,5,8,D
S09197,23,female,22,visual,20,yes,99.0,41.0,63.0,no,low,29,9,D
S09198,29,male,23,kinesthetic,5,yes,77.0,79.0,80.0,yes,low,23,5,B
S09199,25,other,41,reading/writing,5,no,88.0,64.0,98.0,no,medium,19,6,C
S09200,20,female,17,reading/writing,4,no,87.0,67.0,83.0,yes,low,25,8,C
S09201,24,female,15,auditory,2,no,70.0,59.0,50.0,no,high,23,4,C
S09202,27,female,44,visual,2,yes,54.0,71.0,67.0,no,low,4,5,B
S09203,25,female,24,reading/writing,10,no,95.0,48.0,54.0,yes,high,20,10,D
S09204,20,male,7,auditory,7,yes,74.0,97.0,62.0,yes,low,15,5,A
S09205,25,female,14,visual,20,no,88.0,60.0,99.0,no,medium,3,4,C
S09206,20,female,8,auditory,12,yes,90.0,88.0,92.0,yes,high,9,5,A
S09207,20,male,39,auditory,11,no,82.0,67.0,79.0,yes,medium,26,10,C
S09208,23,female,43,auditory,0,no,60.0,98.0,83.0,yes,low,3,6,A
S09209,27,male,14,reading/writing,8,no,58.0,47.0,51.0,yes,low,16,6,D
S09210,19,female,22,reading/writing,4,yes,85.0,60.0,58.0,yes,medium,2,10,C
S09211,21,male,10,visual,14,no,86.0,71.0,100.0,no,medium,9,5,B
S09212,23,female,26,visual,15,yes,98.0,81.0,53.0,no,low,23,6,B
S09213,20,male,5,reading/writing,17,yes,74.0,65.0,84.0,yes,medium,1,7,C
S09214,19,male,16,visual,19,yes,96.0,81.0,76.0,yes,medium,8,5,B
S09215,23,male,32,auditory,5,no,74.0,75.0,91.0,no,medium,21,4,B
S09216,18,male,22,reading/writing,8,no,51.0,68.0,89.0,yes,high,16,7,C
S09217,27,female,10,reading/writing,11,no,92.0,62.0,63.0,yes,high,1,7,C
S09218,20,male,22,kinesthetic,1,yes,84.0,59.0,66.0,yes,medium,4,6,C
S09219,25,male,5,auditory,12,no,80.0,82.0,96.0,yes,medium,1,4,B
S09220,27,female,37,kinesthetic,18,no,89.0,50.0,59.0,yes,medium,21,8,D
S09221,26,female,35,auditory,15,no,79.0,98.0,97.0,no,medium,8,7,A
S09222,26,female,22,visual,6,yes,52.0,47.0,87.0,no,medium,3,7,D
S09223,29,male,30,reading/writing,3,yes,84.0,66.0,50.0,yes,low,6,9,C
S09224,24,female,7,kinesthetic,12,yes,77.0,90.0,56.0,no,low,27,6,A
S09225,28,male,8,auditory,19,no,99.0,57.0,87.0,yes,medium,11,9,C
S09226,19,female,6,kinesthetic,1,no,76.0,47.0,91.0,no,high,14,9,D
S09227,21,female,43,auditory,4,no,68.0,70.0,78.0,no,medium,24,7,B
S09228,20,male,13,kinesthetic,10,yes,92.0,58.0,99.0,yes,medium,18,7,C
S09229,28,other,25,visual,18,no,60.0,99.0,64.0,yes,medium,13,8,A
S09230,25,female,45,visual,15,yes,73.0,75.0,97.0,no,medium,30,6,B
S09231,25,female,17,auditory,0,yes,83.0,41.0,79.0,no,low,3,6,D
S09232,20,female,48,auditory,6,yes,62.0,49.0,89.0,yes,medium,13,10,D
S09233,28,male,22,reading/writing,10,yes,66.0,41.0,61.0,yes,low,13,5,D
S09234,23,female,46,kinesthetic,5,yes,87.0,76.0,69.0,no,medium,27,5,B
S09235,29,female,23,kinesthetic,16,no,90.0,90.0,58.0,yes,medium,22,10,A
S09236,28,female,23,auditory,8,no,54.0,61.0,53.0,yes,medium,20,4,C
S09237,27,male,12,reading/writing,18,yes,55.0,83.0,89.0,yes,medium,9,5,B
S09238,27,female,35,kinesthetic,1,yes,82.0,71.0,97.0,yes,medium,28,4,B
S09239,27,female,40,kinesthetic,12,no,98.0,67.0,86.0,yes,low,19,8,C
S09240,25,male,36,auditory,18,yes,54.0,78.0,90.0,no,high,16,6,B
S09241,22,female,24,kinesthetic,6,no,94.0,82.0,51.0,no,high,0,6,B
S09242,23,female,22,reading/writing,5,yes,94.0,79.0,51.0,no,medium,25,8,B
S09243,19,male,33,auditory,1,yes,79.0,53.0,90.0,yes,medium,7,10,D
S09244,27,male,36,reading/writing,1,no,69.0,79.0,89.0,yes,low,29,9,B
S09245,24,male,6,visual,15,yes,54.0,41.0,66.0,no,medium,2,6,D
S09246,19,male,16,reading/writing,20,yes,53.0,86.0,70.0,yes,medium,25,8,A
S09247,22,female,31,visual,12,no,97.0,80.0,93.0,yes,medium,11,8,B
S09248,24,male,29,kinesthetic,15,yes,80.0,43.0,55.0,no,high,8,7,D
S09249,25,other,22,kinesthetic,19,yes,66.0,68.0,55.0,yes,medium,16,5,C
S09250,18,female,47,visual,17,yes,54.0,71.0,56.0,yes,low,17,5,B
S09251,24,male,39,visual,2,yes,55.0,58.0,73.0,yes,high,9,6,C
S09252,20,male,38,auditory,0,yes,85.0,54.0,93.0,yes,medium,21,7,D
S09253,18,female,27,visual,20,yes,61.0,67.0,100.0,no,medium,15,10,C
S09254,18,female,9,visual,18,yes,77.0,77.0,97.0,no,medium,28,10,B
S09255,28,male,7,reading/writing,17,no,94.0,77.0,60.0,no,medium,0,7,B
S09256,24,male,12,kinesthetic,6,no,87.0,81.0,54.0,no,medium,17,10,B
S09257,26,male,48,kinesthetic,14,no,79.0,71.0,94.0,yes,medium,17,6,B
S09258,21,female,44,kinesthetic,5,no,93.0,53.0,59.0,yes,medium,24,8,D
S09259,28,female,34,auditory,8,no,52.0,53.0,98.0,yes,high,2,5,D
S09260,29,male,26,visual,13,yes,82.0,56.0,81.0,yes,low,25,9,C
S09261,19,male,11,kinesthetic,15,no,71.0,70.0,67.0,yes,medium,16,8,B
S09262,21,female,20,visual,12,yes,53.0,72.0,54.0,no,medium,26,10,B
S09263,23,male,32,kinesthetic,9,no,70.0,75.0,86.0,yes,medium,18,4,B
S09264,21,male,22,reading/writing,1,no,70.0,50.0,88.0,yes,low,11,9,D
S09265,18,male,22,auditory,18,no,55.0,46.0,58.0,yes,low,8,8,D
S09266,26,female,29,reading/writing,14,yes,51.0,41.0,58.0,yes,medium,19,7,D
S09267,28,other,34,kinesthetic,8,yes,100.0,78.0,87.0,no,low,24,10,B
S09268,24,male,8,reading/writing,19,no,70.0,49.0,76.0,no,high,30,7,D
S09269,18,female,19,auditory,1,no,60.0,67.0,79.0,no,medium,26,7,C
S09270,20,female,41,auditory,8,yes,63.0,73.0,76.0,yes,low,1,4,B
S09271,21,male,28,visual,3,yes,78.0,65.0,84.0,yes,low,5,9,C
S09272,26,female,48,visual,20,yes,84.0,60.0,80.0,yes,medium,11,5,C
S09273,29,other,16,auditory,14,no,94.0,80.0,85.0,yes,low,18,7,B
S09274,25,male,31,auditory,13,yes,86.0,43.0,98.0,no,medium,23,5,D
S09275,27,male,19,reading/writing,14,no,70.0,40.0,79.0,yes,low,15,7,D
S09276,27,male,37,visual,20,yes,83.0,52.0,55.0,yes,low,15,7,D
S09277,29,male,6,reading/writing,3,yes,95.0,93.0,100.0,no,medium,20,6,A
S09278,25,female,46,reading/writing,6,yes,56.0,47.0,60.0,yes,high,7,8,D
S09279,18,female,29,visual,20,yes,86.0,75.0,97.0,yes,medium,11,10,B
S09280,20,female,21,auditory,3,yes,64.0,100.0,74.0,no,low,13,5,A
S09281,18,male,38,kinesthetic,4,yes,64.0,95.0,84.0,yes,medium,20,8,A
S09282,18,female,14,reading/writing,20,yes,67.0,69.0,77.0,yes,medium,16,10,C
S09283,25,female,36,visual,6,yes,99.0,60.0,74.0,yes,medium,15,8,C
S09284,27,male,12,visual,18,yes,90.0,57.0,72.0,yes,high,29,9,C
S09285,25,male,14,kinesthetic,20,no,100.0,65.0,59.0,yes,medium,8,4,C
S09286,19,male,6,auditory,6,yes,75.0,67.0,91.0,yes,low,20,9,C
S09287,25,female,41,kinesthetic,10,no,72.0,91.0,62.0,no,high,9,6,A
S09288,19,male,37,auditory,10,yes,72.0,76.0,76.0,yes,medium,15,9,B
S09289,25,female,41,auditory,18,no,54.0,85.0,68.0,no,low,26,6,A
S09290,20,male,10,reading/writing,9,no,65.0,93.0,99.0,yes,high,14,5,A
S09291,22,male,6,kinesthetic,3,yes,56.0,100.0,62.0,yes,high,3,9,A
S09292,20,female,35,reading/writing,15,no,85.0,41.0,79.0,yes,medium,24,4,D
S09293,28,female,14,kinesthetic,1,no,53.0,68.0,73.0,no,medium,27,5,C
S09294,20,female,40,visual,0,no,75.0,40.0,75.0,yes,medium,7,6,D
S09295,23,male,12,reading/writing,20,no,86.0,98.0,92.0,no,low,14,6,A
S09296,22,female,42,reading/writing,7,yes,72.0,59.0,58.0,yes,medium,9,8,C
S09297,18,male,26,reading/writing,20,no,93.0,52.0,65.0,yes,medium,19,10,D
S09298,28,female,22,kinesthetic,18,yes,59.0,76.0,68.0,yes,high,8,10,B
S09299,18,male,37,visual,6,yes,75.0,44.0,99.0,yes,medium,13,7,D
S09300,18,male,46,visual,9,yes,78.0,94.0,88.0,no,medium,14,9,A
S09301,29,female,26,visual,10,yes,76.0,75.0,89.0,yes,high,20,10,B
S09302,25,female,7,visual,3,yes,90.0,60.0,51.0,yes,low,4,8,C
S09303,22,male,31,visual,4,no,51.0,45.0,79.0,yes,high,0,5,D
S09304,24,female,27,reading/writing,11,yes,93.0,40.0,66.0,yes,medium,29,9,D
S09305,28,female,35,visual,13,yes,86.0,95.0,61.0,yes,medium,26,6,A
S09306,25,male,34,visual,0,yes,82.0,50.0,98.0,no,low,29,4,D
S09307,24,female,34,reading/writing,7,yes,51.0,48.0,61.0,yes,low,23,6,D
S09308,21,male,29,kinesthetic,11,yes,52.0,91.0,73.0,no,high,2,9,A
S09309,25,female,7,visual,10,no,78.0,67.0,92.0,yes,high,22,7,C
S09310,24,female,49,kinesthetic,1,yes,81.0,53.0,58.0,yes,high,21,8,D
S09311,22,male,8,auditory,6,no,59.0,52.0,99.0,yes,medium,8,5,D
S09312,27,female,20,reading/writing,17,no,77.0,66.0,72.0,yes,medium,22,7,C
S09313,28,female,30,reading/writing,2,no,79.0,96.0,50.0,yes,low,13,8,A
S09314,25,male,16,auditory,18,no,91.0,78.0,61.0,no,high,22,5,B
S09315,20,male,20,reading/writing,7,no,97.0,81.0,85.0,yes,low,28,10,B
S09316,28,female,6,reading/writing,8,yes,61.0,77.0,87.0,no,low,22,10,B
S09317,18,male,49,auditory,18,yes,76.0,65.0,69.0,yes,low,12,6,C
S09318,24,male,36,visual,9,yes,52.0,44.0,96.0,yes,medium,15,9,D
S09319,25,female,22,auditory,7,no,98.0,81.0,74.0,no,medium,15,8,B
S09320,26,other,35,reading/writing,2,yes,88.0,57.0,68.0,no,medium,22,8,C
S09321,19,male,18,kinesthetic,0,no,80.0,61.0,52.0,yes,high,28,9,C
S09322,24,male,49,visual,15,yes,61.0,46.0,55.0,no,high,4,8,D
S09323,28,female,19,reading/writing,0,yes,79.0,94.0,68.0,yes,medium,22,5,A
S09324,21,female,20,visual,0,yes,85.0,53.0,60.0,yes,low,6,8,D
S09325,23,male,25,reading/writing,6,yes,82.0,81.0,84.0,yes,low,6,4,B
S09326,28,male,26,kinesthetic,18,yes,77.0,65.0,72.0,no,low,14,10,C
S09327,25,female,34,auditory,8,no,89.0,89.0,93.0,yes,medium,17,6,A
S09328,24,female,25,auditory,7,yes,75.0,78.0,70.0,no,high,6,10,B
S09329,26,female,45,auditory,17,yes,73.0,57.0,92.0,yes,low,4,10,C
S09330,19,female,28,auditory,3,yes,52.0,40.0,78.0,yes,medium,16,7,D
S09331,27,male,38,visual,16,no,66.0,88.0,57.0,no,low,12,10,A
S09332,18,female,14,visual,4,yes,60.0,44.0,58.0,yes,medium,26,4,D
S09333,24,female,9,reading/writing,1,no,94.0,84.0,79.0,no,low,19,4,B
S09334,29,male,23,reading/writing,10,yes,92.0,41.0,66.0,yes,high,10,10,D
S09335,26,female,15,visual,7,yes,65.0,46.0,69.0,yes,medium,2,4,D
S09336,24,female,46,kinesthetic,19,yes,81.0,48.0,72.0,yes,low,17,9,D
